No.,Nama & Alamat,Kegiatan Usaha,Badan Hukum
13119,"*TOKO MAKMUR*
Jttc blok d lantai i no 46

Jakarta Pusat -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang celana jeans","PERORANGAN
Siup:
NPWP:"
13120,"*TOKO MAMAN MOTOR*  
Jl pasar tanah abang bukit lt 1 cks no 43

Jakarta Pusat -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang onderdil mobil","PERORANGAN
Siup:
NPWP:"
13121,"*TOKO MANDIRI*
Jl tanjakan gempol

Jakarta Timur -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13122,"*TOKO MANDIRI MOTOR*  
Pasar palmerah lt iii blok b no 30

Jakarta Pusat -
Ph:0215355742 / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang spare part mobil","PERORANGAN
Siup:
NPWP:"
13123,"*TOKO MANDIRI UTAMA*
Jl pancoran barat viii no 5

Jakarta Selatan -
Ph:7980220 / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang alat tulis kantor","PERORANGAN
Siup:
NPWP:"
13124,"*TOKO MANDO TEX*  
Ps tanah abang bks f2 lantai 4 no 50

Jakarta Pusat -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang bahan bunglon dan santung","PERORANGAN
Siup:
NPWP:"
13125,"*TOKO MARINA*
Pasar inpres blok vi los b no 282

Jakarta Pusat -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang pakaian kebaya","PERORANGAN
Siup:
NPWP:"
13126,"*TOKO MARNI BUSANA*  
Pasar perumnas lantai 1

Jakarta Timur -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13127,"*TOKO MAS ASIA*  
Pgc lg no 136

Jakarta Timur -
Ph:30015062 / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang perhiasan mas","PERORANGAN
Siup:
NPWP:"
13128,"*TOKO MAS CAKRA*
Jl balai rakyat

Jakarta Timur -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang perhiasan emas","PERORANGAN
Siup:
NPWP:"
13129,"*TOKO MAS MEGA*
Jl melawai raya no 166 melawai plaza lt i no 232 h-i

Jakarta Selatan -
Ph:7247747 / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang perhiasan emas","PERORANGAN
Siup:
NPWP:"
13130,"*TOKO MAS PERMATA BARU*
Pasar rawa bening jatinegara 103 los 116

Jakarta Timur -
Ph:87578942 / Fax: / Hp:","Usaha Mikro (Jasa) 
Pengolahan batu cincin","PERORANGAN
Siup:
NPWP:"
13131,"*TOKO MAS PULAU MAS*
Ps kopro blok a no 7

Jakarta Barat -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13132,"*TOKO MAS SAMUDRA*  
Metro atom plaza lt i aks no 26

Jakarta Pusat -
Ph:3840609 / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13133,"*TOKO MAS SELAMAT*
Jl pasar proyek senen lantai 2

Jakarta Pusat -
Ph:42491130 / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13134,"*TOKO MAS SEMGILAN*
Pasar blok a lantai 1 los ba 9-10

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13135,"*TOKO MAS SINTEK*
Jl warakas raya no c4

Jakarta Utara -
Ph:02170201732 / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Jual beli perhiasan","PERORANGAN
Siup:
NPWP:"
13136,"*TOKO MATERIAL MENTARI*
Jl tipar cakung gg salon no 33

Jakarta Utara -
Ph:021-68851558 / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang bahan bangunan","PERORANGAN
Siup:
NPWP:"
13137,"*TOKO MATERIAL NIAGA BARU*
Jl h muhi

Jakarta Selatan -
Ph:7658092 / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang bahan-bahan bangunan","PERORANGAN
Siup:
NPWP:"
13138,"*TOKO MATERIAL ROSE*
Jl rs soekanto no 129

Jakarta Timur -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang bahan matrial","PERORANGAN
Siup:
NPWP:"
13139,"*TOKO MATRIAL ASILIN JAYA*
Jl pademangan timur iv gg 18

Jakarta Utara -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13140,"*TOKO MATRIAL ASMAWI*
Jl cempaka

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang bahan bahan material","PERORANGAN
Siup:
NPWP:"
13141,"*TOKO MATRIAL JAP SAUW FONG*
Pisangan timur

Jakarta Timur -
Ph:4892051 / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13142,"*TOKO MATRIAL MUARA JAYA*
Jl komplek ruko dmi blok a5

Jakarta Utara -
Ph:5881960 / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13143,"*TOKO MATRIAL SUMBER REZEKI*
Jl mandala utara

Jakarta Barat -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13144,"*TOKO MAXI XTYLE*  
Psr tanah abang blok a b2 d 75 - 76

Jakarta Pusat -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13145,"*TOKO MAYORA*  
Pasar perumnas klender aloi bks 09

Jakarta Timur -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Menjual pakaian","PERORANGAN
Siup:
NPWP:"
13146,"*TOKO MEBEL DARJI*
Jl kb jeruk

Jakarta Barat -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
Industri mebel dan pemasangan","PERORANGAN
Siup:
NPWP:"
13147,"*TOKO MEBEL METRAIS*
Jl kapuk 3

Jakarta Timur -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa) 
Pengrajin furniture meubel","PERORANGAN
Siup:
NPWP:"
13148,"*TOKO MEDAN RAYA*
Jl teluk gong no 40

Jakarta Utara -
Ph:6670712 / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang obat-obatan","PERORANGAN
Siup:
NPWP:"
13149,"*TOKO MEDIA*  
Ps tanah abang blok b lt 2 los h 27-28

Jakarta Pusat -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang celana jeans","PERORANGAN
Siup:
NPWP:"
13150,"*TOKO MEDISH*
Lantai dasar los bks

Jakarta Barat -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang baju","PERORANGAN
Siup:
NPWP:"
13151,"*TOKO MEGA BILLAH*
Ps jacc lt dasar blok b 8a no 2

Jakarta Pusat -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13152,"*TOKO MEGA DATA CELLINDO*
Jl pinangsia plaza lt 1 no 126

Jakarta Barat -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13153,"*TOKO MEGA MAS MOTOR*
Psr proyek senen blok 5 lt 4 d 15 no 1

Jakarta Pusat -
Ph:4280965 / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang sparepart motor","PERORANGAN
Siup:
NPWP:"
13154,"*TOKO MEGA TEXTILE*  
Itc cempaka mas lt 5 no 249-252

Jakarta Pusat -
Ph:42902820 / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang bahan tekstil","PERORANGAN
Siup:
NPWP:"
13155,"*TOKO MEKAR SARI*
Kejaksaan tinggi dki

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang barang kelontong","PERORANGAN
Siup:
NPWP:"
13156,"*TOKO MEKEL*
Pasar mambo

Jakarta Timur -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa) 
Jasa service ac","PERORANGAN
Siup:
NPWP:"
13157,"*TOKO MELA*
Pasar proyek senen blok vi

Jakarta Pusat -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang sembako","PERORANGAN
Siup:
NPWP:"
13158,"*TOKO MELATI*
Jl pasar petojo ilir lt dasar blok b

Jakarta Pusat -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Pedagang benang dan renda","PERORANGAN
Siup:
NPWP:"
13159,"*TOKO MENAMO MOTOR*
Jl sukarjo wiryo pranoto no 77

Jakarta Barat -
Ph:6496782 / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang sapre part mobil","PERORANGAN
Siup:
NPWP:"
13160,"*TOKO MESIN JAHIT YAYANG*  
Pasar pejagalan

Jakarta Barat -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13161,"*TOKO METRO FASHION*  
Ps pagi mangga dua blok a/28

Jakarta Utara -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13162,"*TOKO MEUBEL ABDUL SAINAN*
Jl gading raya

Jakarta Timur -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13163,"*TOKO MEUBEL JAYA*
Jl pondok jaya iii no 26

Jakarta Selatan -
Ph:71791265 / Fax: / Hp:","Usaha Mikro (Jasa) 
Memproduksi furniture","PERORANGAN
Siup:
NPWP:"
13164,"*TOKO MEUBLE FORTUNA*
Jl ciputat raya no. 6

Jakarta Selatan -
Ph:0217665902 / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Menjual busa dan bahan bahan pembuatan meuble","PERORANGAN
Siup:
NPWP:"
13165,"*TOKO MEYTA COLECTY*  
Ps tanah abang blok a lt lsg los b no 18

Jakarta Pusat -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang pakaian muslim","PERORANGAN
Siup:
NPWP:"
13166,"*TOKO MIC*
Orion plaza lt iii blok s / 32

Jakarta Barat -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang elektronik","PERORANGAN
Siup:
NPWP:"
13167,"*TOKO MINI KIOS*  
Ps pagi lt iv blok cd

Jakarta Utara -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Menjual makanan dan minuman","PERORANGAN
Siup:
NPWP:"
13168,"*TOKO MINI SAYUR HADI WIDJAYA*
Jl sindang raya no 30

Jakarta Utara -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13169,"*TOKO MINUMAN DAHMAR*
Jl cipinang besar selatan no 13

Jakarta Timur -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13170,"*TOKO MINUMAN MANDIRI*
Jl sapi perah

Jakarta Timur -
Ph:0216857114 / Fax: / Hp:","Usaha Mikro (Jasa) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13171,"*TOKO MINUMAN RINGAN BAYU*
Jl rukun iv

Jakarta Timur -
Ph:87701986 / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13172,"*TOKO MINYAK WANGI AL ADANI*
Jl dewi sartika cililitan kecil 3/13 no 6

Jakarta Timur -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13173,"*TOKO MINYAK WANGI AMIN*  
Pasar asemka lantai basement blok b

Jakarta Barat -
Ph: / Fax: / Hp:","(Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13174,"*TOKO MIO CELL*
Jl wijaya kusuma raya

Jakarta Timur -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang voucher","PERORANGAN
Siup:
NPWP:"
13175,"*TOKO MIRA COLLECTION*  
Jl pasar tanah abang blok f lama lt 2 bks no 91

Jakarta Pusat -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang pakaian dan celana","PERORANGAN
Siup:
NPWP:"
13176,"*TOKO MITRA*  
Blok f lama lantai 4

Jakarta Pusat -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang kerudung","PERORANGAN
Siup:
NPWP:"
13177,"*TOKO MITRA JAYA*
Jl kebon jeruk ii no 20

Jakarta Barat -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang asesories motor","PERORANGAN
Siup:
NPWP:"
13178,"*TOKO MITRA SEAL*
Jl kr anyar raya b 18 no 3

Jakarta Pusat -
Ph:021-6286333 / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13179,"*TOKO MLM TIENS*  
Wtc mangga dua lt g blok b no 102-97

Jakarta Utara -
Ph:30011286 / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang obat cina","PERORANGAN
Siup:
NPWP:"
13180,"*TOKO MODE COLECTION*
Psr jatinegara semi basemant lt dasar aks 30a

Jakarta Timur -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13181,"*TOKO MODE KIDS*  
Pasar tanah abang blok a lt slg los c no 36

Jakarta Pusat -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang pakaian jadi","PERORANGAN
Siup:
NPWP:"
13182,"*TOKO MODERN SHOES*
Jl pasar baru

Jakarta Pusat -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang sepatu dan sandal","PERORANGAN
Siup:
NPWP:"
13183,"*TOKO MODISTE*  
Ps pagi mangga dua lt iv blok a-ba/120

Jakarta Utara -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Menjual pakaian jadi","PERORANGAN
Siup:
NPWP:"
13184,"*TOKO MORLEY*
Jl kebon jeruk 2

Jakarta Barat -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
Membuat amplifier","PERORANGAN
Siup:
NPWP:"
13185,"*TOKO MOTOR UTAMA*
Jl gunung sahari vii

Jakarta Pusat -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13186,"*TOKO MOTOR ZAINUDIN*
Jl lapangan tembak

Jakarta Timur -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13187,"*TOKO MUGNI*
Jl h saimun no 46

Jakarta Timur -
Ph:4896574 / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang sembako","PERORANGAN
Siup:
NPWP:"
13188,"*TOKO MUJUR GEMILANG*
Jl kenari ii no 3

Jakarta Pusat -
Ph:3921869 / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang pompa air listrik","PERORANGAN
Siup:
NPWP:"
13189,"*TOKO MULTI AGUNG MANDIRI*  
Pasar asem reges lt i no 130

Jakarta Barat -
Ph:6243528 / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Perdagangan alat-alat berat","PERORANGAN
Siup:
NPWP:"
13190,"*TOKO MULTI GLASS*  
Jl pasar tanah abang bukit lt 1 cks no 48

Jakarta Pusat -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa) 
Pasang kaca,kunci dan tape mobil","PERORANGAN
Siup:
NPWP:"
13191,"*TOKO MULYA BARU SAMINO*
Jl bekasi timur raya

Jakarta Timur -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13192,"*TOKO MULYA JAYA*  
Pasar muara angke blok aks no 62-66

Jakarta Utara -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13193,"*TOKO MUNDO*  
Pasar pagi mangga dua lt dasar blok a 98

Jakarta Utara -
Ph:64187981 / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang kaos kaki","PERORANGAN
Siup:
NPWP:"
13194,"*TOKO MURA CANTIK*  
Pasar regional blok f lantai 4 no

Jakarta Pusat -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang pakaian wanita","PERORANGAN
Siup:
NPWP:"
13195,"*TOKO MURAH HATI*  
Ps tanah abang blok c lt 2 1-4

Jakarta Pusat -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang baju anak","PERORANGAN
Siup:
NPWP:"
13196,"*TOKO MURNI*  
Pasar regional jatinegara aks lt basement

Jakarta Timur -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang souvenir","PERORANGAN
Siup:
NPWP:"
13197,"*TOKO MUSTIKA*
Orion plaza

Jakarta Barat -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang elektronik","PERORANGAN
Siup:
NPWP:"
13198,"*TOKO MUSTIKA JAROT*
Jl mustika ratu

Jakarta Timur -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13199,"*TOKO MUTIA*  
Itc cempaka mas lt iii blok c no 167

Jakarta Pusat -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang pakaian","PERORANGAN
Siup:
NPWP:"
13200,"*TOKO N K*
Harco glodok block b1 no 180 b

Jakarta Barat -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang spareparts elektronik","PERORANGAN
Siup:
NPWP:"
13201,"*TOKO NADILLA COLLECTION*
Jl jati baru 10 pasar tasik

Jakarta Pusat -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13202,"*TOKO NADYA*
Jl pgmta ps t abang lt dasar blok c no 77a

Jakarta Pusat -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Perdagangan besar kaos","PERORANGAN
Siup:
NPWP:"
13203,"*TOKO NAGA BINTANG*
Jl matraman raya

Jakarta Timur -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13204,"*TOKO NAGA MAS*
Jl blok a lantai ground los b no 109

Jakarta Pusat -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang pakaian jadi","PERORANGAN
Siup:
NPWP:"
13205,"*TOKO NAIN*
Pasar grogol cct 174

Jakarta Barat -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang kebutuhan rumah tangga","PERORANGAN
Siup:
NPWP:"
13206,"*TOKO NAMIRA*  
Ps tanah abang blok a lg los e no 31

Jakarta Pusat -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang baju muslim","PERORANGAN
Siup:
NPWP:"
13207,"*TOKO NAUVAL KARPET*  
Itc cipulir blok a no 205 - 206 lantai dasar

Jakarta Selatan -
Ph:7226217 / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13208,"*TOKO NEKER LITE*  
Jl salemba raya gd kenari mas lt 1 f 068

Jakarta Pusat -
Ph:68843472 / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Jual alat listrik","PERORANGAN
Siup:
NPWP:"
13209,"*TOKO NEVER MIND FASHION*  
Pasar pagi mangga dua lt iv blok ba/107

Jakarta Utara -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13210,"*TOKO NEW APOLLO*  
Pasar senen blok 5 lt3 c9 no 12

Jakarta Pusat -
Ph:4210556 / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang spare part motor","PERORANGAN
Siup:
NPWP:"
13211,"*TOKO NEW DALLAS*
Pgmta lt i blok c no 58

Jakarta Pusat -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang blus wanita","PERORANGAN
Siup:
NPWP:"
13212,"*TOKO NEW FAMILY*  
Ps tanah abang blok b lt 2 los h 14

Jakarta Pusat -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13213,"*TOKO NEW LOVELY*
Jl jembatan blok a lantai 1 no 15

Jakarta Pusat -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang pakaian anak grosir","PERORANGAN
Siup:
NPWP:"
13214,"*TOKO NEW MODE*  
Pasar pagi mangga dua lt dasar blok a 143

Jakarta Utara -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Menjual pakaian","PERORANGAN
Siup:
NPWP:"
13215,"*TOKO NEW RATU*  
Psr tanah abang blok a b2 f 12

Jakarta Pusat -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang tekstil","PERORANGAN
Siup:
NPWP:"
13216,"*TOKO NIAGA BARU*
Jl duri utara

Jakarta Barat -
Ph:02183866616 / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang mesin bekas","PERORANGAN
Siup:
NPWP:"
13217,"*TOKO NICOROTEK*  
Harco mangga dua blok b2 no 18

Jakarta Pusat -
Ph:6014737 / Fax: / Hp:","Usaha Mikro (Jasa) 
Jasa perbaikan komputer","PERORANGAN
Siup:
NPWP:"
13218,"*TOKO NIL COLLECTION*
Tps aloo dks blok d no 183

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang pakaian dalam","PERORANGAN
Siup:
NPWP:"
13219,"*TOKO NINA*
Aks lt basement

Jakarta Timur -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang sembako","PERORANGAN
Siup:
NPWP:"
13220,"*TOKO NIRWANA II*  
Psr tanah abang jttc lt 1 no 11

Jakarta Pusat -
Ph:39841043 / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang kaos wanita","PERORANGAN
Siup:
NPWP:"
13221,"*TOKO NISAN SETIAKAWAN*
Jl menteng rawa panjang no16 a

Jakarta Selatan -
Ph:68230592 / Fax: / Hp:","Usaha Mikro (Jasa) 
Pembutan dan dagang nisan","PERORANGAN
Siup:
NPWP:"
13222,"*TOKO NISVA*
Jl fajar baru selatan

Jakarta Barat -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa) 
Usaha percetakan","PERORANGAN
Siup:
NPWP:"
13223,"*TOKO NITZ BOUTIQUE*  
Itc kuningan lt 2 blok b2 no 1

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Jual pakaian wanita","PERORANGAN
Siup:
NPWP:"
13224,"*TOKO NIXIE CELULAR*  
Itc kuningan lt 3 blok c6 no 3

Jakarta Selatan -
Ph:57935674 / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13225,"*TOKO NUANSA CELULAR*
Ptc blok a no 9

Jakarta Timur -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang hp dan voucher","PERORANGAN
Siup:
NPWP:"
13226,"*TOKO NUR RIDHA*  
Psr tanah abang blok a b2 e 103

Jakarta Pusat -
Ph:23571801 / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13227,"*TOKO NURAENI*  
Pasar senen blok vi los a lt dasar

Jakarta Pusat -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang busana muslim","PERORANGAN
Siup:
NPWP:"
13228,"*TOKO NUSANTARA*
Jl daan mogot no 1

Jakarta Barat -
Ph:08181672315 / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13229,"*TOKO NUSANTARA / RAMA STUDIO FHOTO*
Jl raya tanjung barat no 101

Jakarta Selatan -
Ph:7805662 / Fax: / Hp:","Usaha Mikro (Jasa) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13230,"*TOKO OBAT AMIRULLAH*
Jl tanah abang v

Jakarta Pusat -
Ph:0213442440 / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13231,"*TOKO OBAT ASIU*
Jl pesing koneng

Jakarta Barat -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13232,"*TOKO OBAT BIMA SAKTI*
Blok bks 80

Jakarta Timur -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13233,"*TOKO OBAT BINTANG*
Jl k teluk gong no 19b

Jakarta Utara -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13234,"*TOKO OBAT CENDRAWASIH*
Jl cendrawasih raya no 71

Jakarta Barat -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13235,"*TOKO OBAT CITRA*
Jl pancoran barat vii

Jakarta Selatan -
Ph:081316555862 / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13236,"*TOKO OBAT CONG ON*
Jl pademangan timur no 3

Jakarta Utara -
Ph:64711494 / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang obat dari rempah","PERORANGAN
Siup:
NPWP:"
13237,"*TOKO OBAT DAN KOSMETIK SEMARANG*  
Wtc mangga dua lt 1 blok b no 102

Jakarta Utara -
Ph:30011281 / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13238,"*TOKO OBAT EDY SUPRIADI*
Jl blok duku no 52

Jakarta Timur -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13239,"*TOKO OBAT HARTONO*
Jl kali anyar i no 23

Jakarta Barat -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13240,"*TOKO OBAT HOKA*
Jl kbu iv no 1

Jakarta Barat -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang obat obatan","PERORANGAN
Siup:
NPWP:"
13241,"*TOKO OBAT JANI*  
Itc cempaka mas lt dasar blok b

Jakarta Pusat -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
Dagang obat obatan","PERORANGAN
Siup:
NPWP:"
13242,"*TOKO OBAT KACIH*
Jl meruya selatan

Jakarta Barat -
Ph: / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
13243,"*TOKO OBAT KUAT YIN YAN*
Jl cileduk raya no 17 a

Jakarta Selatan -
Ph:021-98226483 / Fax: / Hp:","Usaha Mikro (Perdagangan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
