UrusanPemerintahan|Organisasi|Program|SubProgram|PendapatanBelanja|Tipe|SubTipe|Uraian|Jumlah
1.20|184|27|004|5|2||BELANJA LANGSUNG|9.625.000
1.20|184|27|004|5|2|2|BELANJA BARANG DAN JASA|9.625.000
1.20|184|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|184|27|005||||Pengadaan Sarana dan Prasarana Kebersihan Masyarakat Kelurahan Pinangsia|
1.20|184|27|005|5|2||BELANJA LANGSUNG|419.951.459
1.20|184|27|005|5|2|2|BELANJA BARANG DAN JASA|419.951.459
1.20|184|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|184|27|006||||Pembinaan Masyarakat dan Lembaga Kemasyarakatan Kelurahan Pinangsia|
1.20|184|27|006|5|2||BELANJA LANGSUNG|803.456.600
1.20|184|27|006|5|2|1|BELANJA PEGAWAI|66.413.000
1.20|184|27|006|5|2|2|BELANJA BARANG DAN JASA|737.043.600
1.20|184|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|184|27|007||||Penyediaan Operasional RT, RW dan LMK Kelurahan Pinangsia|
1.20|184|27|007|5|2||BELANJA LANGSUNG|905.700.000
1.20|184|27|007|5|2|2|BELANJA BARANG DAN JASA|905.700.000
1.20|184|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|184|27|008||||Penyelenggaraan Tugas dan Fungsi Kelurahan Pinangsia|
1.20|184|27|008|5|2||BELANJA LANGSUNG|114.815.500
1.20|184|27|008|5|2|1|BELANJA PEGAWAI|53.760.000
1.20|184|27|008|5|2|2|BELANJA BARANG DAN JASA|61.055.500
1.20|184|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|184|27|009||||Pelaksanaan Penertiban Kelurahan Pinangsia|
1.20|184|27|009|5|2||BELANJA LANGSUNG|39.810.600
1.20|184|27|009|5|2|2|BELANJA BARANG DAN JASA|39.810.600
1.20|184|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|184|27|010||||Penyelenggaraan Koordinasi Pelaksanaan Tugas dan Fungsi Kelurahan Pinangsia|
1.20|184|27|010|5|2||BELANJA LANGSUNG|29.901.200
1.20|184|27|010|5|2|1|BELANJA PEGAWAI|3.000.000
1.20|184|27|010|5|2|2|BELANJA BARANG DAN JASA|26.901.200
1.20|184|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|184|27|011||||Penyelenggaraan dan Partisipasi Kegiatan Kemasyarakatan Kelurahan Pinangsia|
1.20|184|27|011|5|2||BELANJA LANGSUNG|149.943.300
1.20|184|27|011|5|2|2|BELANJA BARANG DAN JASA|149.943.300
1.20|184|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|184|27|012||||Penanganan Bencana Kelurahan Pinangsia|
1.20|184|27|012|5|2||BELANJA LANGSUNG|154.872.982
1.20|184|27|012|5|2|2|BELANJA BARANG DAN JASA|154.872.982
1.20|184|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|184|27|013||||Dukungan Pelaksanaan Penanganan Segera di Kelurahan|
1.20|184|27|013|5|2||BELANJA LANGSUNG|2.131.744.139
1.20|184|27|013|5|2|1|BELANJA PEGAWAI|1.404.000.000
1.20|184|27|013|5|2|2|BELANJA BARANG DAN JASA|554.714.139
1.20|184|27|013|5|2|3|BELANJA MODAL|173.030.000
1.20|184|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|184|27|014||||Bimtek dan Pendataan Dasawisma|
1.20|184|27|014|5|2||BELANJA LANGSUNG|195.694.500
1.20|184|27|014|5|2|2|BELANJA BARANG DAN JASA|195.694.500
1.20|184|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|184|27|015||||Pemberian Makanan Tambahan (PMT)|
1.20|184|27|015|5|2||BELANJA LANGSUNG|54.796.500
1.20|184|27|015|5|2|2|BELANJA BARANG DAN JASA|54.796.500
1.20|184|61|||||Program Peningkatan dan Pengelolaan Kantor|
1.20|184|61|001||||Pengadaan Sarana dan Prasarana Kelurahan Pinangsia|
1.20|184|61|001|5|2||BELANJA LANGSUNG|178.559.260
1.20|184|61|001|5|2|2|BELANJA BARANG DAN JASA|99.364.760
1.20|184|61|001|5|2|3|BELANJA MODAL|79.194.500
1.20|184|61|||||Program Peningkatan dan Pengelolaan Kantor|
1.20|184|61|002||||Penyelenggaran Operasional Kelurahan Pinangsia|
1.20|184|61|002|5|2||BELANJA LANGSUNG|474.965.128
1.20|184|61|002|5|2|1|BELANJA PEGAWAI|259.800.000
1.20|184|61|002|5|2|2|BELANJA BARANG DAN JASA|215.165.128
1.20|184|61|||||Program Peningkatan dan Pengelolaan Kantor|
1.20|184|61|003||||Penyediaan Jasa TALI dan IPAL (12 Bulan)|
1.20|184|61|003|5|2||BELANJA LANGSUNG|85.860.500
1.20|184|61|003|5|2|2|BELANJA BARANG DAN JASA|85.860.500
1.20|184|61|||||Program Peningkatan dan Pengelolaan Kantor|
1.20|184|61|004||||Penatausahaan Kelurahan Pinangsia|
1.20|184|61|004|5|2||BELANJA LANGSUNG|199.938.500
1.20|184|61|004|5|2|1|BELANJA PEGAWAI|97.200.000
1.20|184|61|004|5|2|2|BELANJA BARANG DAN JASA|102.738.500
1.20|184|63|||||Program Pengelolaan Kendaraan Dinas|
1.20|184|63|001||||Penyediaan BBM dan Pemeliharaan Kendaraan Operasional Lapangan|
1.20|184|63|001|5|2||BELANJA LANGSUNG|34.383.500
1.20|184|63|001|5|2|2|BELANJA BARANG DAN JASA|34.383.500
1.20|190|00|000|5|||BELANJA DAERAH|
1.20|190|00|000|5|1||BELANJA TIDAK LANGSUNG|441.933.111.000
1.20|190|00|000|5|1|1|BELANJA PEGAWAI|441.933.111.000
1.20|190|00|000|5|2||BELANJA LANGSUNG|89.979.020.840
1.20|190|12|||||Program Penataan Kelembagaan, Ketatalaksanaan dan SDM Aparatur|
1.20|190|12|001||||Penyelenggaraan Kegiatan Bagian Organisasi dan Tata Laksana|
1.20|190|12|001|5|2||BELANJA LANGSUNG|899.977.070
1.20|190|12|001|5|2|2|BELANJA BARANG DAN JASA|899.977.070
1.20|190|15|||||Program Koordinasi Perekonomian Kota/Kabupaten|
1.20|190|15|001||||Koordinasi Pembangunan Perekonomian|
1.20|190|15|001|5|2||BELANJA LANGSUNG|999.896.804
1.20|190|15|001|5|2|2|BELANJA BARANG DAN JASA|999.896.804
1.20|190|15|||||Program Koordinasi Perekonomian Kota/Kabupaten|
1.20|190|15|002||||Pengendalian Penerimaan Pajak Bumi dan Bangunan (PBB)|
1.20|190|15|002|5|2||BELANJA LANGSUNG|428.198.826
1.20|190|15|002|5|2|1|BELANJA PEGAWAI|11.000.000
1.20|190|15|002|5|2|2|BELANJA BARANG DAN JASA|417.198.826
1.20|190|15|||||Program Koordinasi Perekonomian Kota/Kabupaten|
1.20|190|15|003||||Partisipasi dan Penyelenggaraan Event Perekonomian|
1.20|190|15|003|5|2||BELANJA LANGSUNG|1.070.180.000
1.20|190|15|003|5|2|2|BELANJA BARANG DAN JASA|1.070.180.000
1.20|190|16|||||Program Koordinasi Tata Pemerintahan Kota/Kabupaten|
1.20|190|16|001||||Koordinasi Pembangunan Bidang Pemerintahan|
1.20|190|16|001|5|2||BELANJA LANGSUNG|1.539.320.882
1.20|190|16|001|5|2|2|BELANJA BARANG DAN JASA|1.539.320.882
1.20|190|16|||||Program Koordinasi Tata Pemerintahan Kota/Kabupaten|
1.20|190|16|002||||Perencanaan Sarana dan dan Prasarana Gedung Kantor Lurah|
1.20|190|16|002|5|2||BELANJA LANGSUNG|962.365.000
1.20|190|16|002|5|2|2|BELANJA BARANG DAN JASA|962.365.000
1.20|190|16|||||Program Koordinasi Tata Pemerintahan Kota/Kabupaten|
1.20|190|16|003||||Penyelenggaraan Dewan Kota Kota Administrasi Jakarta Selatan|
1.20|190|16|003|5|2||BELANJA LANGSUNG|367.470.000
1.20|190|16|003|5|2|1|BELANJA PEGAWAI|90.000.000
1.20|190|16|003|5|2|2|BELANJA BARANG DAN JASA|277.470.000
1.20|190|17|||||Program Peningkatan Bantuan & Kesadaran Hukum dan Hak Asasi Manusia Kota/Kabupaten|
1.20|190|17|001||||Koordinasi dan Fasilitasi Penyelesaian Masalah Hukum|
1.20|190|17|001|5|2||BELANJA LANGSUNG|925.794.719
1.20|190|17|001|5|2|2|BELANJA BARANG DAN JASA|925.794.719
1.20|190|18|||||Program Koordinasi Kesejahteraan Sosial Kota/Kabupaten|
1.20|190|18|001||||Koordinasi Pembangunan Kesejahteraan Sosial|
1.20|190|18|001|5|2||BELANJA LANGSUNG|922.452.270
1.20|190|18|001|5|2|2|BELANJA BARANG DAN JASA|909.912.270
1.20|190|18|001|5|2|3|BELANJA MODAL|12.540.000
1.20|190|19|||||Program Koordinasi Pendidikan dan Mental Spiritual Kota/Kabupaten|
1.20|190|19|001||||Koordinasi Pembangunan Pendidikan dan Mental Spiritual|
1.20|190|19|001|5|2||BELANJA LANGSUNG|1.175.450.965
1.20|190|19|001|5|2|2|BELANJA BARANG DAN JASA|1.175.450.965
1.20|190|20|||||Program Koordinasi Prasarana dan Sarana Kota/Kabupaten|
1.20|190|20|001||||Koordinasi Pembangunan Tata Ruang dan Lingkungan Hidup|
1.20|190|20|001|5|2||BELANJA LANGSUNG|299.098.338
1.20|190|20|001|5|2|2|BELANJA BARANG DAN JASA|299.098.338
1.20|190|20|||||Program Koordinasi Prasarana dan Sarana Kota/Kabupaten|
1.20|190|20|002||||Koordinasi Pembangunan Sarana Prasarana Kota|
1.20|190|20|002|5|2||BELANJA LANGSUNG|348.057.016
1.20|190|20|002|5|2|2|BELANJA BARANG DAN JASA|348.057.016
1.20|190|22|||||Program Administrasi Umum dan Keprotokolan Kota/Kabupaten|
1.20|190|22|001||||Penyelenggaraan Operasional Kantor Walikota Administrasi Jakarta Selatan|
1.20|190|22|001|5|2||BELANJA LANGSUNG|16.848.918.024
1.20|190|22|001|5|2|1|BELANJA PEGAWAI|8.213.400.000
1.20|190|22|001|5|2|2|BELANJA BARANG DAN JASA|6.475.388.184
1.20|190|22|001|5|2|3|BELANJA MODAL|2.160.129.840
1.20|190|22|||||Program Administrasi Umum dan Keprotokolan Kota/Kabupaten|
1.20|190|22|002||||Penyelenggaraan Kegiatan Bagian Keuangan|
1.20|190|22|002|5|2||BELANJA LANGSUNG|613.857.680
1.20|190|22|002|5|2|2|BELANJA BARANG DAN JASA|613.857.680
1.20|190|24|||||Program Pembangunan Gedung Kantor Kecamatan dan Kelurahan|
1.20|190|24|001||||Penyelesaian Pembangunan Gedung Kantor Lurah|
1.20|190|24|001|5|2||BELANJA LANGSUNG|33.102.387.513
1.20|190|24|001|5|2|2|BELANJA BARANG DAN JASA|2.036.430.000
1.20|190|24|001|5|2|3|BELANJA MODAL|31.065.957.513
1.20|190|61|||||Program Peningkatan dan Pengelolaan Kantor|
1.20|190|61|001||||Penyelenggaraan Operasional Walikota|
1.20|190|61|001|5|2||BELANJA LANGSUNG|1.961.244.800
1.20|190|61|001|5|2|2|BELANJA BARANG DAN JASA|1.961.244.800
1.20|190|61|||||Program Peningkatan dan Pengelolaan Kantor|
1.20|190|61|002||||Pemeliharaan Lift, AC, ME dan Plumbing Gedung Kantor Walikota|
1.20|190|61|002|5|2||BELANJA LANGSUNG|8.609.424.171
1.20|190|61|002|5|2|2|BELANJA BARANG DAN JASA|5.192.613.246
1.20|190|61|002|5|2|3|BELANJA MODAL|3.416.810.925
1.20|190|61|||||Program Peningkatan dan Pengelolaan Kantor|
1.20|190|61|003||||Pengadaan sarana dan Pemeliharaan Gedung, Fasilitas, dan Rumah Dinas Walikota Selatan|
1.20|190|61|003|5|2||BELANJA LANGSUNG|6.715.734.882
1.20|190|61|003|5|2|2|BELANJA BARANG DAN JASA|5.385.243.444
1.20|190|61|003|5|2|3|BELANJA MODAL|1.330.491.438
1.20|190|61|||||Program Peningkatan dan Pengelolaan Kantor|
1.20|190|61|004||||Penyediaan Jasa TALI dan IPAL (12 Bulan)|
1.20|190|61|004|5|2||BELANJA LANGSUNG|11.192.328.680
1.20|190|61|004|5|2|2|BELANJA BARANG DAN JASA|11.192.328.680
1.20|190|63|||||Program Pengelolaan Kendaraan Dinas|
1.20|190|63|001||||Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor|
1.20|190|63|001|5|2||BELANJA LANGSUNG|996.863.200
1.20|190|63|001|5|2|2|BELANJA BARANG DAN JASA|996.863.200
1.20|191|00|000|5|||BELANJA DAERAH|
1.20|191|00|000|5|2||BELANJA LANGSUNG|6.442.148.151
1.20|191|26|||||Program Peningkatan Kapasitas Pemerintahan Kecamatan|
1.20|191|26|001||||Pengadaan sarana dan Prasarana Kecamatan Kebayoran Lama|
1.20|191|26|001|5|2||BELANJA LANGSUNG|116.051.472
1.20|191|26|001|5|2|2|BELANJA BARANG DAN JASA|47.020.972
1.20|191|26|001|5|2|3|BELANJA MODAL|69.030.500
1.20|191|26|||||Program Peningkatan Kapasitas Pemerintahan Kecamatan|
1.20|191|26|002||||Penanganan Ketertiban Masyarakat Kecamatan Kebayoran Lama|
1.20|191|26|002|5|2||BELANJA LANGSUNG|39.862.500
1.20|191|26|002|5|2|2|BELANJA BARANG DAN JASA|39.862.500
1.20|191|26|||||Program Peningkatan Kapasitas Pemerintahan Kecamatan|
1.20|191|26|003||||Penanganan Saluran Kecamatan Kebayoran Lama|
1.20|191|26|003|5|2||BELANJA LANGSUNG|1.497.675.338
1.20|191|26|003|5|2|2|BELANJA BARANG DAN JASA|1.497.675.338
1.20|191|26|||||Program Peningkatan Kapasitas Pemerintahan Kecamatan|
1.20|191|26|004||||Penanganan Jalan Kecamatan Kebayoran Lama|
1.20|191|26|004|5|2||BELANJA LANGSUNG|1.758.779.217
1.20|191|26|004|5|2|2|BELANJA BARANG DAN JASA|1.758.779.217
1.20|191|26|||||Program Peningkatan Kapasitas Pemerintahan Kecamatan|
1.20|191|26|005||||Penanganan Pertamanan Kecamatan Kebayoran Lama|
1.20|191|26|005|5|2||BELANJA LANGSUNG|299.831.600
1.20|191|26|005|5|2|2|BELANJA BARANG DAN JASA|299.831.600
1.20|191|26|||||Program Peningkatan Kapasitas Pemerintahan Kecamatan|
1.20|191|26|006||||Penanganan Kebersihan Lingkungan Kecamatan Kebayoran Lama|
1.20|191|26|006|5|2||BELANJA LANGSUNG|57.329.000
1.20|191|26|006|5|2|2|BELANJA BARANG DAN JASA|57.329.000
1.20|191|26|||||Program Peningkatan Kapasitas Pemerintahan Kecamatan|
1.20|191|26|007||||Penyediaan Jasa TALI dan IPAL (12 Bulan)|
1.20|191|26|007|5|2||BELANJA LANGSUNG|603.354.000
1.20|191|26|007|5|2|2|BELANJA BARANG DAN JASA|603.354.000
1.20|191|26|||||Program Peningkatan Kapasitas Pemerintahan Kecamatan|
1.20|191|26|008||||Penyelenggaran Operasional Kecamatan Kebayoran Lama|
1.20|191|26|008|5|2||BELANJA LANGSUNG|1.093.319.744
1.20|191|26|008|5|2|1|BELANJA PEGAWAI|306.100.000
1.20|191|26|008|5|2|2|BELANJA BARANG DAN JASA|231.430.446
1.20|191|26|008|5|2|3|BELANJA MODAL|555.789.298
1.20|191|26|||||Program Peningkatan Kapasitas Pemerintahan Kecamatan|
1.20|191|26|009||||Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor|
1.20|191|26|009|5|2||BELANJA LANGSUNG|43.635.455
1.20|191|26|009|5|2|2|BELANJA BARANG DAN JASA|43.635.455
1.20|191|26|||||Program Peningkatan Kapasitas Pemerintahan Kecamatan|
1.20|191|26|010||||Penatausahaan Kecamatan Kebayoran Lama|
1.20|191|26|010|5|2||BELANJA LANGSUNG|302.948.960
1.20|191|26|010|5|2|1|BELANJA PEGAWAI|42.300.000
1.20|191|26|010|5|2|2|BELANJA BARANG DAN JASA|259.342.710
1.20|191|26|010|5|2|3|BELANJA MODAL|1.306.250
1.20|191|26|||||Program Peningkatan Kapasitas Pemerintahan Kecamatan|
1.20|191|26|011||||Penyelenggaraan dan Partisipasi Kegiatan Kemasyarakatan|
1.20|191|26|011|5|2||BELANJA LANGSUNG|94.898.090
1.20|191|26|011|5|2|2|BELANJA BARANG DAN JASA|94.898.090
1.20|191|26|||||Program Peningkatan Kapasitas Pemerintahan Kecamatan|
1.20|191|26|012||||Penanggulangan Bencana Kecamatan Kebayoran Lama|
1.20|191|26|012|5|2||BELANJA LANGSUNG|68.493.175
1.20|191|26|012|5|2|2|BELANJA BARANG DAN JASA|68.493.175
1.20|191|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|191|27|001||||Penyelenggaraan Tugas dan Fungsi Kecamatan Kebayoran Lama|
1.20|191|27|001|5|2||BELANJA LANGSUNG|436.648.600
1.20|191|27|001|5|2|1|BELANJA PEGAWAI|58.730.000
1.20|191|27|001|5|2|2|BELANJA BARANG DAN JASA|377.918.600
1.20|191|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|191|27|002||||Penyelenggaraan Koordinasi Pelaksanaan Tugas dan Fungsi Kecamatan Kebayoran Lama|
1.20|191|27|002|5|2||BELANJA LANGSUNG|29.321.000
1.20|191|27|002|5|2|2|BELANJA BARANG DAN JASA|29.321.000
1.20|192|00|000|5|||BELANJA DAERAH|
1.20|192|00|000|5|2||BELANJA LANGSUNG|7.741.648.087
1.20|192|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|192|27|008||||Pelaksanaan Penertiban Kelurahan Kebayoran Lama Utara|
1.20|192|27|008|5|2||BELANJA LANGSUNG|79.996.000
1.20|192|27|008|5|2|1|BELANJA PEGAWAI|24.000.000
1.20|192|27|008|5|2|2|BELANJA BARANG DAN JASA|55.996.000
1.20|192|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|192|27|009||||Penyelenggaran Operasional Kelurahan Kebayoran Lama Utara|
1.20|192|27|009|5|2||BELANJA LANGSUNG|464.948.932
1.20|192|27|009|5|2|1|BELANJA PEGAWAI|70.200.000
1.20|192|27|009|5|2|2|BELANJA BARANG DAN JASA|332.359.572
1.20|192|27|009|5|2|3|BELANJA MODAL|62.389.360
1.20|192|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|192|27|010||||Pelaksanaan Kerja Bakti|
1.20|192|27|010|5|2||BELANJA LANGSUNG|103.667.950
1.20|192|27|010|5|2|2|BELANJA BARANG DAN JASA|103.667.950
1.20|192|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|192|27|011||||Penatausahaan Kelurahan Kebayoran Lama Utara|
1.20|192|27|011|5|2||BELANJA LANGSUNG|89.969.038
1.20|192|27|011|5|2|2|BELANJA BARANG DAN JASA|77.686.583
1.20|192|27|011|5|2|3|BELANJA MODAL|12.282.455
1.20|192|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|192|27|012||||Penanggulangan Bencana Kelurahan Kebayoran Lama Utara|
1.20|192|27|012|5|2||BELANJA LANGSUNG|56.230.000
1.20|192|27|012|5|2|2|BELANJA BARANG DAN JASA|56.230.000
1.20|192|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|192|27|013||||Dukungan Pelaksanaan Penanganan Segera di Kelurahan|
1.20|192|27|013|5|2||BELANJA LANGSUNG|3.084.980.125
1.20|192|27|013|5|2|1|BELANJA PEGAWAI|2.382.013.440
1.20|192|27|013|5|2|2|BELANJA BARANG DAN JASA|464.762.283
1.20|192|27|013|5|2|3|BELANJA MODAL|238.204.402
1.20|192|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|192|27|014||||Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor|
1.20|192|27|014|5|2||BELANJA LANGSUNG|49.724.800
1.20|192|27|014|5|2|2|BELANJA BARANG DAN JASA|49.724.800
1.20|192|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|192|27|015||||Penyediaan Jasa TALI dan IPAL (12 Bulan)|
1.20|192|27|015|5|2||BELANJA LANGSUNG|245.988.200
1.20|192|27|015|5|2|2|BELANJA BARANG DAN JASA|245.988.200
1.20|192|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|192|27|016||||Pengadaan sarana dan Prasarana Kelurahan Kelurahan Kebayoran Lama Utara|
1.20|192|27|016|5|2||BELANJA LANGSUNG|194.995.300
1.20|192|27|016|5|2|2|BELANJA BARANG DAN JASA|3.688.300
1.20|192|27|016|5|2|3|BELANJA MODAL|191.307.000
1.20|192|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|192|27|017||||Pengadaan sarana dan Prasarana Kesehatan Masyarakat Kelurahan Kebayoran Lama Utara|
1.20|192|27|017|5|2||BELANJA LANGSUNG|258.419.150
1.20|192|27|017|5|2|2|BELANJA BARANG DAN JASA|258.419.150
1.20|192|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|192|27|018||||Pembinaan Masyarakat dan Lembaga Kemasyarakatan Kelurahan Kebayoran Lama Utara|
1.20|192|27|018|5|2||BELANJA LANGSUNG|448.298.500
1.20|192|27|018|5|2|1|BELANJA PEGAWAI|114.550.000
1.20|192|27|018|5|2|2|BELANJA BARANG DAN JASA|333.748.500
1.20|192|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|192|27|019||||Pengadaan sarana dan Prasarana Kebersihan Masyarakat Kelurahan Kebayoran Lama Utara|
1.20|192|27|019|5|2||BELANJA LANGSUNG|396.285.016
1.20|192|27|019|5|2|2|BELANJA BARANG DAN JASA|396.285.016
1.20|192|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|192|27|020||||Penyediaan Operasional RT, RW dan LMK|
1.20|192|27|020|5|2||BELANJA LANGSUNG|1.564.500.000
1.20|192|27|020|5|2|2|BELANJA BARANG DAN JASA|1.564.500.000
1.20|192|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|192|27|021||||Penyelenggaraan Tugas dan Fungsi Kelurahan Kebayoran Lama Utara|
1.20|192|27|021|5|2||BELANJA LANGSUNG|448.990.976
1.20|192|27|021|5|2|1|BELANJA PEGAWAI|96.600.000
1.20|192|27|021|5|2|2|BELANJA BARANG DAN JASA|148.366.500
1.20|192|27|021|5|2|3|BELANJA MODAL|204.024.476
1.20|192|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|192|27|022||||Bimtek dan Pendataan Dasawisma|
1.20|192|27|022|5|2||BELANJA LANGSUNG|199.729.500
1.20|192|27|022|5|2|2|BELANJA BARANG DAN JASA|199.729.500
1.20|192|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|192|27|023||||Pemberian Makanan Tambahan (PMT)|
1.20|192|27|023|5|2||BELANJA LANGSUNG|54.924.600
1.20|192|27|023|5|2|2|BELANJA BARANG DAN JASA|54.924.600
1.20|193|00|000|5|||BELANJA DAERAH|
1.20|193|00|000|5|2||BELANJA LANGSUNG|8.479.436.320
1.20|193|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|193|27|001||||Penyelenggaraan peningkatan Pelayanan Kapasitas Kelurahan Kebayoran Lama Selatan|
1.20|193|27|001|5|2||BELANJA LANGSUNG|266.480.900
1.20|193|27|001|5|2|1|BELANJA PEGAWAI|81.000.000
1.20|193|27|001|5|2|3|BELANJA MODAL|185.480.900
1.20|193|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|193|27|002||||Pelaksanaan Kerja Bakti|
1.20|193|27|002|5|2||BELANJA LANGSUNG|49.987.500
1.20|193|27|002|5|2|2|BELANJA BARANG DAN JASA|49.987.500
1.20|193|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|193|27|003||||Pengadaan sarana dan Prasarana Kesehatan Masyarakat Kelurahan Kebayoran Lama Selatan|
1.20|193|27|003|5|2||BELANJA LANGSUNG|405.077.200
1.20|193|27|003|5|2|2|BELANJA BARANG DAN JASA|405.077.200
1.20|193|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|193|27|004||||Pengadaan sarana dan Prasarana Kebersihan Masyarakat Kelurahan Kebayoran Lama Selatan|
1.20|193|27|004|5|2||BELANJA LANGSUNG|439.978.088
1.20|193|27|004|5|2|2|BELANJA BARANG DAN JASA|439.978.088
1.20|193|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|193|27|005||||Pembinaan Masyarakat dan Lembaga Kemasyarakatan Kelurahan Kebayoran Lama Selatan|
1.20|193|27|005|5|2||BELANJA LANGSUNG|328.269.500
1.20|193|27|005|5|2|1|BELANJA PEGAWAI|9.000.000
1.20|193|27|005|5|2|2|BELANJA BARANG DAN JASA|319.269.500
1.20|193|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|193|27|006||||Penyediaan Operasional RT, RW dan LMK|
1.20|193|27|006|5|2||BELANJA LANGSUNG|2.062.200.000
1.20|193|27|006|5|2|2|BELANJA BARANG DAN JASA|2.062.200.000
1.20|193|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|193|27|007||||Penyelenggaraan Tugas dan Fungsi Kelurahan Kebayoran Lama Selatan|
1.20|193|27|007|5|2||BELANJA LANGSUNG|419.798.750
1.20|193|27|007|5|2|2|BELANJA BARANG DAN JASA|371.838.750
1.20|193|27|007|5|2|3|BELANJA MODAL|47.960.000
1.20|193|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|193|27|008||||Pelaksanaan Penertiban Kelurahan Kebayoran Lama Selatan|
1.20|193|27|008|5|2||BELANJA LANGSUNG|50.000.000
1.20|193|27|008|5|2|1|BELANJA PEGAWAI|41.000.000
1.20|193|27|008|5|2|2|BELANJA BARANG DAN JASA|9.000.000
1.20|193|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|193|27|009||||Penyelenggaran Operasional Kelurahan Kebayoran Lama Selatan|
1.20|193|27|009|5|2||BELANJA LANGSUNG|424.983.784
1.20|193|27|009|5|2|1|BELANJA PEGAWAI|97.200.000
1.20|193|27|009|5|2|2|BELANJA BARANG DAN JASA|312.933.784
1.20|193|27|009|5|2|3|BELANJA MODAL|14.850.000
1.20|193|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|193|27|010||||Penyediaan Jasa TALI dan IPAL (12 Bulan)|
1.20|193|27|010|5|2||BELANJA LANGSUNG|225.999.453
1.20|193|27|010|5|2|2|BELANJA BARANG DAN JASA|225.999.453
1.20|193|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|193|27|011||||Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor|
1.20|193|27|011|5|2||BELANJA LANGSUNG|50.712.500
1.20|193|27|011|5|2|2|BELANJA BARANG DAN JASA|50.712.500
1.20|193|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|193|27|012||||Penatausahaan Kelurahan Kebayoran Lama Selatan|
1.20|193|27|012|5|2||BELANJA LANGSUNG|49.992.857
1.20|193|27|012|5|2|2|BELANJA BARANG DAN JASA|49.992.857
1.20|193|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
1.20|193|27|013||||Penyelenggaraan dan Partisipasi Kegiatan Kemasyarakatan|
1.20|193|27|013|5|2||BELANJA LANGSUNG|78.400.000
1.20|193|27|013|5|2|1|BELANJA PEGAWAI|38.400.000
1.20|193|27|013|5|2|2|BELANJA BARANG DAN JASA|40.000.000
1.20|193|27|||||Program Peningkatan Kapasitas Pemerintahan Kelurahan|
